Generation: 0
{0: [[-0.9721978025244997, -0.8608603440819742, 0.3817686057645424], [-0.6878710774872121, -0.5344534314268106, -0.6882488275652301], [-0.14289802892528858, 0.9650124463941834, -0.42627366392169175]], 1: [[0.27110852944205277, -0.13608671587633925, -0.5349938172112922, -0.4424173250048222]]}
{0: [[0.3877964658772821, -0.19425550548506743, 0.010412966571803128], [0.05888425401556496, -0.41412528671969095, -0.5421727424596539], [-0.5032442194508397, -0.2312969445262001, 0.3233396485280895]], 1: [[-0.23542095389629858, -0.8122618882315904, -0.976501537799636, -0.9320882844979652]]}
{0: [[-0.5315477386806124, -0.06346569246153244, -0.9104610039687382], [0.2365932887819826, 0.3418077034126761, -0.40204746529106994], [0.5265068569367224, 0.5886731132335403, -0.6754565036488196]], 1: [[-0.23985865487055213, -0.2786268802624128, -0.04084137161487722, 0.5059716457374754]]}
{0: [[0.5256181746298012, -0.7379628805143168, -0.2602722998383227], [0.8766652113291098, 0.5771432537096826, 0.1846295142777883], [0.14387621219506963, 0.9634415398023137, 0.26004825688664246]], 1: [[0.5473824300733341, 0.7979717572294938, 0.7058076709212826, 0.18378629678074]]}
{0: [[0.7305496802823352, 0.8085992744627015, 0.13664291454936306], [-0.7346909249855436, 0.7879432800795076, 0.46842724641182465], [0.9635383853724349, -0.209744898040924, -0.13145842292006882]], 1: [[0.05083702829276482, 0.8907943754906458, 0.8313129592097392, 0.27524725450977616]]}
{0: [[-0.8663974266083241, 0.9005698551187717, 0.9948022091467441], [-0.6097636664063677, 0.844547137933201, -0.5679835074518558], [0.056292532060003175, 0.8392186065187817, -0.9415377899525517]], 1: [[0.7188325897740708, -0.48583307083425686, -0.7939618306252532, -0.9369121328802821]]}
{0: [[-0.931322785706572, 0.8616190121348022, -0.8968617275555637], [-0.35164890933855486, -0.14043240442350968, -0.41085130816993853], [0.2230690923455172, -0.8087046132608531, -0.7138404471473998]], 1: [[0.022223381168393397, -0.6622491639427279, -0.8940475578106866, -0.8387896131797075]]}
{0: [[0.48381908527236583, -0.3517366911290625, 0.10455807824627228], [0.10569822960387643, -0.5395193485868461, -0.34009492334297464], [0.9209168214390935, -0.34256956279781137, -0.5457915314777984]], 1: [[-0.6379258963863859, -0.7566822130390911, 0.7002426407540576, -0.6101309626287643]]}
{0: [[-0.5272911076483999, -0.6100751322545717, -0.6892379094489094], [-0.5604637026880244, 0.11444309265090213, -0.7817559569222339], [0.20769348134148613, -0.23703825021341518, 0.10823581565291795]], 1: [[0.8779769120183742, -0.6366620939401948, -0.4168366452357659, -0.7754933080644537]]}
{0: [[0.5414600451942659, -0.6291120795409129, 0.9281554529107017], [-0.6329887159680367, -0.26252363175156024, 0.9420762100546345], [-0.5880948720707613, -0.8551965204611811, 0.6001445904784026]], 1: [[0.8987398460441709, -0.04428054505320378, 0.8507444290677681, -0.16128569495339695]]}
{0: [[0.8040893592821103, 0.672163934788033, 0.6794528812807101], [-0.4809979021073092, -0.5104904706419064, 0.955922433600612], [-0.49304910709423044, 0.8305065307512445, 0.27334287416690284]], 1: [[-0.6915117595246711, 0.3977329527749498, -0.7724552439470016, 0.5131655214515249]]}
{0: [[0.8386209290732873, 0.5832066361017534, 0.4505835586524152], [-0.11777356249996962, 0.755530448589872, 0.649470361262259], [0.7910884281011403, -0.26918965604605094, 0.7618698529637196]], 1: [[-0.32942684913994835, 0.4911746805846675, 0.27244635413516427, -0.5714091463264206]]}
{0: [[-0.09664505896807207, 0.9766853416670485, 0.5481676915842928], [0.47654088020953744, 0.9120822394091914, 0.1013919595071533], [0.5495024614205557, 0.8551552668934486, 0.3603472453765211]], 1: [[-0.29897091239680385, 0.49896372152445334, 0.3212315437608597, 0.8981988661294706]]}
{0: [[-0.8958339288588009, 0.2628737959968117, -0.15213064397171694], [0.3215043607526873, 0.5108214596688991, -0.07113116711500256], [-0.7535371622766625, 0.3412518507481168, 0.4583584877966975]], 1: [[0.7352661300173047, 0.689350534056391, -0.3701867257773028, -0.9521168808796139]]}
{0: [[0.3252296350010795, 0.6836968100581409, 0.5884501198227117], [0.8098283179492538, 0.7757887876331775, -0.1375815423400788], [-0.2450016873334424, -0.6014502450379082, 0.9793820921592422]], 1: [[0.3697717011883932, 0.5276371863652607, 0.4823264079797962, -0.0022393692135858068]]}
{0: [[-0.9776143012376093, -0.18539054108011066, 0.4340312041036487], [0.008977329388559108, -0.43445128357149376, -0.23834656383004504], [0.42307341331199155, 0.9250755924622334, 0.028344882800826587]], 1: [[-0.7674465057311808, 0.6386175126593838, 0.6342688614295593, -0.7703039657516701]]}
{0: [[0.9236157589799721, 0.23126977425705997, -0.545974766951651], [0.8216296648537735, -0.6960215728235251, 0.0354654946456876], [0.7593811500924688, 0.7730890880069825, -0.7326833444520635]], 1: [[-0.3224065517975283, 0.5158516829067008, -0.4388244383558235, -0.4165302635467958]]}
{0: [[-0.46452701732999935, -0.6757919982778116, -0.8635638547829865], [0.995764709630216, 0.4731557923121952, 0.294772366359461], [-0.6811280901205166, -0.8581484400737398, -0.589502127884626]], 1: [[0.6968776556509513, -0.6324851510458236, 0.07186154198220929, 0.9011985258252377]]}
{0: [[0.07087979472922479, 0.5208451456656822, -0.5047830982723367], [0.25236850047896064, -0.5841407754156491, 0.5282192525514877], [-0.903529150774927, 0.5067340562873048, 0.17698349410623804]], 1: [[0.3761883836909439, -0.786702999900625, 0.5798348934319482, -0.8905587744770715]]}
{0: [[-0.5075557343565389, 0.5339692247637224, 0.8459554932406752], [-0.6093425611976637, 0.3134356259913833, 0.8878157837256928], [0.6871118762143495, -0.7318422963478046, -0.4663517138309823]], 1: [[-0.8824654179439333, -0.3112954621896795, 0.20232996300402006, 0.6566173210205117]]}
{0: [[-0.14244281025618832, -0.049416904520154015, -0.30187036538438683], [0.5323956839003994, 0.3822107145859053, 0.15654026411842237], [-0.34604302270145415, 0.12453050375419661, 0.2384080532848354]], 1: [[0.22133687395518375, 0.21336063175174402, -0.15448403098643548, 0.8256918277894834]]}
{0: [[-0.12413581827792664, -0.7688925271625584, -0.8957983016064672], [-0.7643122550901886, -0.7017557564993071, -0.7881287668413051], [-0.45947685572621255, 0.8651566268951878, 0.07808960536634602]], 1: [[0.07543121929202523, -0.9607991679600254, -0.8287396353775256, 0.003426448403441862]]}
{0: [[0.12904640533872924, -0.19668047793993826, -0.43579954441113666], [0.27401021749645094, -0.9061386092933406, -0.34358336680532564], [0.41711382394954866, 0.44494672564398474, 0.5292980697487539]], 1: [[0.43686025870793244, -0.9311468350537011, 0.8510101039708133, -0.4003446422077046]]}
{0: [[-0.5115561428088953, -0.9166445662659204, -0.5911658927515033], [0.29449166286607964, -0.9740625169522028, -0.7356501183053761], [0.2670088340660035, 0.0423076131762532, -0.44179868234258945]], 1: [[-0.016201782477765603, -0.15336522639226824, 0.8608779936247746, 0.495186044144063]]}
{0: [[-0.6365825749040577, -0.12410669866721635, 0.43042748664508323], [-0.478286636120437, 0.9751603767313086, 0.6999331673913571], [-0.12781188128512855, 0.5448595030235213, -0.24432682778710646]], 1: [[0.47040006874343865, -0.9991972311156998, -0.27815207925981156, -0.4374199582026579]]}
{0: [[0.21900227041983422, -0.5659319152930047, 0.20388256914164837], [0.8804238937334843, -0.9012981996799816, 0.08385520003156932], [-0.9695225857906682, -0.9204335598496871, 0.312925582636038]], 1: [[-0.8860103284164742, -0.726547995110332, 0.524828982363327, 0.7367285128600494]]}
{0: [[0.39228704817525495, 0.7148646058844199, 0.5012046279306199], [-0.39323496637595956, -0.7744741022697736, 0.7119692521024337], [-0.4779311197856144, 0.8090681801779482, 0.7841526245333554]], 1: [[-0.228991784706716, 0.6805842298446954, 0.25581370450648033, -0.522716327305625]]}
{0: [[0.11129158670395278, -0.5801716595064965, 0.7102236874682273], [-0.09246695910163161, -0.7286853496002108, -0.7738248219137103], [-0.29118983741277105, 0.2064281365280476, -0.6428634128354886]], 1: [[-0.22200556046285813, -0.19367495850775573, 0.6419894545046843, -0.11192243540118696]]}
{0: [[0.6082080690760243, -0.5661743144700839, -0.3694985944640725], [0.8613333423432923, -0.07536265099823525, 0.7847590609557691], [-0.7926995559217755, -0.9529820567976319, -0.478249339809645]], 1: [[0.6988159825658853, -0.006808878766493498, -0.9592396572474122, -0.8580865279928556]]}
{0: [[-0.9580782668869863, 0.8855863603043286, -0.36387011965925775], [0.6867783720722977, -0.6995812193794213, 0.4224198876533889], [0.03875983180658982, 0.3291109567638151, -0.14514990329447142]], 1: [[-0.6049855119404073, 0.09245421812440657, -0.4035380178574588, -0.5540881689320398]]}
{0: [[0.9354421885287003, -0.801432789166743, -0.6671905358360675], [-0.37450677042668157, 0.2835743050857378, -0.9270184932834815], [-0.849259889366736, 0.46283009615991877, -0.29220479828214985]], 1: [[0.0063136513949730855, 0.4996664988530959, 0.8992308758018437, -0.04081780473834229]]}
{0: [[0.9813715857440279, -0.32176241096701075, 0.6135509243765382], [0.7493675359167298, -0.617863530269442, 0.12145524018400788], [0.6321775875866744, -0.5686709184608207, -0.24596354435267198]], 1: [[0.5763436783923002, -0.42756960311726444, -0.1743663791827501, 0.058016818170737006]]}
{0: [[0.7860775767446169, -0.8901982874136141, 0.5366207975692299], [-0.013264380107927742, 0.9172493807890458, -0.6224310950035028], [-0.5493080085572122, 0.24266036051364437, -0.06652711254396171]], 1: [[0.7800949000839885, -0.053883733533821365, -0.2550537047439787, -0.8419570622700805]]}
